Species,Area,Units,Country,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006
DCA,27.4,TLW,GB,0,0,0,0,0,0,0,0,0,0
DCA,27.5,TLW,GB,0,0,0,0,0,0,0,0,0,0
DCA,27.6,TLW,GB,0,0,0,0,0,0,0,0,0,0
DCA,27.7,TLW,GB,0,0,0,0,0,0,0,0,0,16
DCA,27.8,TLW,GB,0,0,0,0,0,0,0,0,0,1
DCA,27.9,TLW,GB,0,0,0,0,0,0,0,0,0,4
DCA,27,TLW,GB,0,0,0,0,0,0,0,0,0,21
DCA,27.4.a,TLW,GB,0,0,0,0,0,0,0,0,0,0
DCA,27.5.b,TLW,GB,0,0,0,0,0,0,0,0,0,0
DCA,27.5.b_NK,TLW,GB,0,0,0,0,0,0,0,0,0,0
DCA,27.6.a,TLW,GB,0,0,0,0,0,0,0,0,0,0
DCA,27.6.b,TLW,GB,0,0,0,0,0,0,0,0,0,0
DCA,27.6.b_NK,TLW,GB,0,0,0,0,0,0,0,0,0,0
DCA,27.7.b,TLW,GB,0,0,0,0,0,0,0,0,0,2
DCA,27.7.c,TLW,GB,0,0,0,0,0,0,0,0,0,2
DCA,27.7.c_NK,TLW,GB,0,0,0,0,0,0,0,0,0,2
DCA,27.7.j,TLW,GB,0,0,0,0,0,0,0,0,0,4
DCA,27.7.j_NK,TLW,GB,0,0,0,0,0,0,0,0,0,4
DCA,27.7.k,TLW,GB,0,0,0,0,0,0,0,0,0,8
DCA,27.7.k_NK,TLW,GB,0,0,0,0,0,0,0,0,0,8
DCA,27.8.c,TLW,GB,0,0,0,0,0,0,0,0,0,0
DCA,27.8.d,TLW,GB,0,0,0,0,0,0,0,0,0,0
DCA,27.8.d_NK,TLW,GB,0,0,0,0,0,0,0,0,0,0
DCA,27.8.e,TLW,GB,0,0,0,0,0,0,0,0,0,1
DCA,27.8.e_NK,TLW,GB,0,0,0,0,0,0,0,0,0,1
DCA,27.9.b,TLW,GB,0,0,0,0,0,0,0,0,0,4
DCA,27.9.b_NK,TLW,GB,0,0,0,0,0,0,0,0,0,4
DCA,27.3,TLW,NO,0.03,0.08,0,0,0,0,0,0,0,0
DCA,27.4,TLW,NO,0.01,0.07,0,0,0,0,0,0,0,0
DCA,27,TLW,NO,0.04,0.15,0,0,0,0,0,0,0,0
DCA,27.3.a,TLW,NO,0.03,0.08,0,0,0,0,0,0,0,0
DCA,27.4.a,TLW,NO,0,0.05,0,0,0,0,0,0,0,0
DCA,27.4.b,TLW,NO,0.01,0.02,0,0,0,0,0,0,0,0
DCA,27.8,TLW,PT,0,0,0,0,0,0,0,0,0,0
DCA,27.9,TLW,PT,0,0,0,0,1,2,23,60,37,80
DCA,27,TLW,PT,0,0,0,0,1,2,23,60,38,81
DCA,27.1,TLW,PT,0,0,0,0,0,0,0,0,1,1
DCA,27.10.a,TLW,PT,0,0,0,0,0,0,0,0,0,0
DCA,27.10.a_NK,TLW,PT,0,0,0,0,0,0,0,0,0,0
DCA,27.10_NK,TLW,PT,0,0,0,0,0,0,0,0,1,1
DCA,27.8.c,TLW,PT,0,0,0,0,0,0,0,0,0,0
DCA,27.9.a,TLW,PT,0,0,0,0,1,2,23,60,37,0
DCA,27.9_NK,TLW,PT,0,0,0,0,0,0,0,0,0,79
DCP,27.2,TLW,ES,0,0,0,0,0,0,0,0,0,0
DCP,27.6,TLW,ES,0,0,0,0,0,0,0,0,0,0
DCP,27.7,TLW,ES,0,0,0,0,0,5,0,0,0,0
DCP,27.8,TLW,ES,0.16,1,1,0,5,7,12,0,0,0
DCP,27.9,TLW,ES,0.81,1,1,18,2,11,0,1,0,0
DCP,27,TLW,ES,0.97,2,1,18,7,23,12,1,0,0
DCP,27.1,TLW,ES,0,0,0,0,0,0,0,0,0,0
DCP,27.10_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
DCP,27.2.b,TLW,ES,0,0,0,0,0,0,0,0,0,0
DCP,27.2.b_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
DCP,27.6.a,TLW,ES,0,0,0,0,0,0,0,0,0,0
DCP,27.6.b,TLW,ES,0,0,0,0,0,0,0,0,0,0
DCP,27.6.b_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
DCP,27.7.b,TLW,ES,0,0,0,0,0,0,0,0,0,0
DCP,27.7.c,TLW,ES,0,0,0,0,0,0,0,0,0,0
DCP,27.7.c_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
DCP,27.7.g,TLW,ES,0,0,0,0,0,0,0,0,0,0
DCP,27.7.h,TLW,ES,0,0,0,0,0,5,0,0,0,0
DCP,27.7.j,TLW,ES,0,0,0,0,0,0,0,0,0,0
DCP,27.7.j_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
DCP,27.7.k,TLW,ES,0,0,0,0,0,0,0,0,0,0
DCP,27.7.k_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
DCP,27.8.a,TLW,ES,0,0,0,0,0,0,0,0,0,0
DCP,27.8.b,TLW,ES,0,0,0,0,0,0,0,0,0,0
DCP,27.8.c,TLW,ES,0.16,1,1,0,5,7,12,0,0,0
DCP,27.8.d,TLW,ES,0,0,0,0,0,0,0,0,0,0
DCP,27.8.d_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
DCP,27.8_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
DCP,27.9.a,TLW,ES,0.81,1,1,18,2,11,0,1,0,0
DCP,27.9.b,TLW,ES,0,0,0,0,0,0,0,0,0,0
DCP,27.9.b_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
DCP,27.9_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
DCP,27_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
DCP,27.4,TLW,FR,0,0,0,0,0,1,0,0,0,0
DCP,27.7,TLW,FR,0.04,0,3,83,194,53,28,0,0,0
DCP,27.8,TLW,FR,0,0,5,25,102,43,12,0,0,0
DCP,27.9,TLW,FR,0,0,0,0,0,0,0,0,0,0
DCP,27,TLW,FR,0.04,0,8,108,297,101,39,0,0,0
DCP,27.1,TLW,FR,0,0,0,0,0,2,0,0,0,0
DCP,27.10.a,TLW,FR,0,0,0,0,0,2,0,0,0,0
DCP,27.10.a_NK,TLW,FR,0,0,0,0,0,2,0,0,0,0
DCP,27.4.c,TLW,FR,0,0,0,0,0,1,0,0,0,0
DCP,27.4_NK,TLW,FR,0,0,0,0,0,0,0,0,0,0
DCP,27.7.a,TLW,FR,0,0,0,0,0,0,0,0,0,0
DCP,27.7.d,TLW,FR,0.02,0,1,73,98,49,20,0,0,0
DCP,27.7.e,TLW,FR,0.02,0,2,3,80,2,5,0,0,0
DCP,27.7.g,TLW,FR,0,0,0,1,5,0,0,0,0,0
DCP,27.7.h,TLW,FR,0,0,0,5,8,0,2,0,0,0
DCP,27.7.j,TLW,FR,0,0,0,1,4,1,0,0,0,0
DCP,27.7.j_NK,TLW,FR,0,0,0,1,4,1,0,0,0,0
DCP,27.8.a,TLW,FR,0,0,5,19,91,34,9,0,0,0
DCP,27.8.b,TLW,FR,0,0,0,6,9,8,3,0,0,0
DCP,27.8.c,TLW,FR,0,0,0,0,1,0,0,0,0,0
DCP,27.8.d,TLW,FR,0,0,0,0,1,1,0,0,0,0
DCP,27.8.d_NK,TLW,FR,0,0,0,0,1,1,0,0,0,0
DCP,27.8_NK,TLW,FR,0,0,0,0,0,0,0,0,0,0
DCP,27.9.a,TLW,FR,0,0,0,0,0,0,0,0,0,0
DCP,27_NK,TLW,FR,0,0,0,0,2,2,0,0,0,0
DCP,27,TLW,JP,0,0,0,0,0,0,0,0,0,0
DCP,27.6,TLW,PT,0,0,0,0,0,0,0,0,0,0
DCP,27.8,TLW,PT,0,0,0,0,0,0,0,0,0,0
DCP,27.9,TLW,PT,0,0,0,1,0,25,18,16,25,12
DCP,27,TLW,PT,0,0,0,1,0,25,18,17,25,12
DCP,27.1,TLW,PT,0,0,0,0,0,0,0,1,0,0
DCP,27.10.a,TLW,PT,0,0,0,0,0,0,0,1,0,0
DCP,27.10.a_NK,TLW,PT,0,0,0,0,0,0,0,1,0,0
DCP,27.10_NK,TLW,PT,0,0,0,0,0,0,0,0,0,0
DCP,27.6.b,TLW,PT,0,0,0,0,0,0,0,0,0,0
DCP,27.6.b_NK,TLW,PT,0,0,0,0,0,0,0,0,0,0
DCP,27.8.c,TLW,PT,0,0,0,0,0,0,0,0,0,0
DCP,27.9.a,TLW,PT,0,0,0,1,0,25,18,15,25,0
DCP,27.9.b,TLW,PT,0,0,0,0,0,0,0,1,0,0
DCP,27.9.b_NK,TLW,PT,0,0,0,0,0,0,0,1,0,0
DCP,27.9_NK,TLW,PT,0,0,0,0,0,0,0,0,0,12
DCP,27_NK,TLW,PT,0,0,0,0,0,0,0,0,0,0
DCX,27.8,TLW,FR,0,0,0,0,0,0,0,0,0,0
DCX,27,TLW,FR,0,0,0,0,0,0,0,0,0,0
DCX,27.8.a,TLW,FR,0,0,0,0,0,0,0,0,0,0
DCX,27.8.b,TLW,FR,0,0,0,0,0,0,0,0,0,0
DEA,27.2,TLW,FO,2.1,0,0,0,0,0,0,0,0,0
DEA,27.5,TLW,FO,28.07,3,24,9,0,96,0,0,0,0
DEA,27.6,TLW,FO,5.85,1,0,0,0,38,0,0,0,0
DEA,27,TLW,FO,44.02,4,24,9,0,134,0,0,0,0
DEA,27.2.a,TLW,FO,2.1,0,0,0,0,0,0,0,0,0
DEA,27.2.a_NK,TLW,FO,2.1,0,0,0,0,0,0,0,0,0
DEA,27.5.b,TLW,FO,28.07,3,24,9,0,96,0,0,0,0
DEA,27.5.b.1,TLW,FO,25.07,3,24,9,0,96,0,0,0,0
DEA,27.5.b.1_NK,TLW,FO,25.07,3,24,9,0,96,0,0,0,0
DEA,27.5.b.2,TLW,FO,3,0,0,0,0,0,0,0,0,0
DEA,27.6.a,TLW,FO,5.85,1,0,0,0,38,0,0,0,0
DEA,27.7,TLW,FO,8,0,0,0,0,0,0,0,0,0
DEA,27.7.c,TLW,FO,8,0,0,0,0,0,0,0,0,0
DEA,27.7.c_NK,TLW,FO,8,0,0,0,0,0,0,0,0,0
DEA,27.9,TLW,PT,0,0,0,0,1,7,10,8,9,4
DEA,27,TLW,PT,0,0,0,0,1,7,10,8,9,4
DEA,27.9.a,TLW,PT,0,0,0,0,1,7,10,8,9,0
DEA,27.9_NK,TLW,PT,0,0,0,0,0,0,0,0,0,4
DEC,27.8,TLW,ES,17.59,26,69,0,0,0,0,0,0,0
DEC,27.9,TLW,ES,7.81,13,11,0,0,0,0,0,0,0
DEC,27,TLW,ES,25.4,39,79,0,0,0,0,0,0,0
DEC,27.8.a,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEC,27.8.c,TLW,ES,17.59,26,69,0,0,0,0,0,0,0
DEC,27.8_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEC,27.9.a,TLW,ES,7.81,13,11,0,0,0,0,0,0,0
DEC,27.9_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEC,27.4,TLW,FR,0,0,0,0,0,0,0,0,0,0
DEC,27.7,TLW,FR,0.28,0,0,0,3,0,2,0,0,0
DEC,27.8,TLW,FR,0.27,0,0,0,1,0,0,0,0,0
DEC,27,TLW,FR,0.55,0,1,0,4,0,2,0,0,0
DEC,27.4.c,TLW,FR,0,0,0,0,0,0,0,0,0,0
DEC,27.7.d,TLW,FR,0.04,0,0,0,2,0,2,0,0,0
DEC,27.7.e,TLW,FR,0.2,0,0,0,0,0,0,0,0,0
DEC,27.7.j,TLW,FR,0.04,0,0,0,0,0,0,0,0,0
DEC,27.7.j_NK,TLW,FR,0.04,0,0,0,0,0,0,0,0,0
DEC,27.7.k,TLW,FR,0,0,0,0,0,0,0,0,0,0
DEC,27.7.k_NK,TLW,FR,0,0,0,0,0,0,0,0,0,0
DEC,27.8.a,TLW,FR,0.03,0,0,0,1,0,0,0,0,0
DEC,27.8.b,TLW,FR,0.24,0,0,0,0,0,0,0,0,0
DEC,27.8.c,TLW,FR,0,0,0,0,0,0,0,0,0,0
DEC,27.6,TLW,GB,0,0,0,0,0,0,0,0,0,0
DEC,27,TLW,GB,0,0,0,0,0,0,0,0,0,0
DEC,27.6.a,TLW,GB,0,0,0,0,0,0,0,0,0,0
DEC,27.7,TLW,PT,0,0,0,0,0,0,0,0,0,0
DEC,27.8,TLW,PT,0.18,0,0,0,0,0,0,0,0,0
DEC,27.9,TLW,PT,12.5,10,4,6,10,9,6,7,6,4
DEC,27,TLW,PT,12.68,10,4,6,10,9,6,7,6,4
DEC,27.1,TLW,PT,0,0,0,0,0,0,0,0,0,0
DEC,27.10_NK,TLW,PT,0,0,0,0,0,0,0,0,0,0
DEC,27.7.j,TLW,PT,0,0,0,0,0,0,0,0,0,0
DEC,27.7.j.2,TLW,PT,0,0,0,0,0,0,0,0,0,0
DEC,27.8.c,TLW,PT,0.18,0,0,0,0,0,0,0,0,0
DEC,27.9.a,TLW,PT,12.5,10,4,6,10,9,6,7,6,0
DEC,27.9_NK,TLW,PT,0,0,0,0,0,0,0,0,0,4
DEL,27.7,TLW,ES,0.05,0,0,0,0,0,0,0,0,0
DEL,27.8,TLW,ES,0.26,1,2,0,0,0,0,0,0,0
DEL,27.9,TLW,ES,0.26,1,1,0,0,0,0,0,0,0
DEL,27,TLW,ES,0.57,2,3,0,0,0,0,0,0,0
DEL,27.1,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEL,27.10_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEL,27.7.c,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEL,27.7.c.2,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEL,27.7.j,TLW,ES,0.05,0,0,0,0,0,0,0,0,0
DEL,27.7.j.2,TLW,ES,0.05,0,0,0,0,0,0,0,0,0
DEL,27.7.k,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEL,27.7.k.2,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEL,27.8.a,TLW,ES,0.08,0,0,0,0,0,0,0,0,0
DEL,27.8.c,TLW,ES,0.18,1,2,0,0,0,0,0,0,0
DEL,27.8.d,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEL,27.8.d.2,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEL,27.8_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEL,27.9.a,TLW,ES,0.26,1,1,0,0,0,0,0,0,0
DEL,27.9_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEL,27.7,TLW,GB,0,0,0,0,0,0,0,0,0,0
DEL,27,TLW,GB,0,0,0,0,0,0,0,0,0,0
DEL,27.7.h,TLW,GB,0,0,0,0,0,0,0,0,0,0
DEL,27.7.j,TLW,GB,0,0,0,0,0,0,0,0,0,0
DEL,27.7.j.2,TLW,GB,0,0,0,0,0,0,0,0,0,0
DEL,27.7.j_NK,TLW,GB,0,0,0,0,0,0,0,0,0,0
DEL,27.6,TLW,PT,0,0,0,0,0,0,0,0,0,0
DEL,27.8,TLW,PT,0,0,1,0,0,0,0,0,0,0
DEL,27.9,TLW,PT,0.16,0,0,0,1,0,0,0,1,2
DEL,27,TLW,PT,0.16,0,1,0,1,0,0,0,1,2
DEL,27.1,TLW,PT,0,0,0,0,0,0,0,0,0,0
DEL,27.10_NK,TLW,PT,0,0,0,0,0,0,0,0,0,0
DEL,27.6.b,TLW,PT,0,0,0,0,0,0,0,0,0,0
DEL,27.6.b_NK,TLW,PT,0,0,0,0,0,0,0,0,0,0
DEL,27.8.c,TLW,PT,0,0,1,0,0,0,0,0,0,0
DEL,27.9.a,TLW,PT,0.16,0,0,0,1,0,0,0,1,2
DEL,27.9_NK,TLW,PT,0,0,0,0,0,0,0,0,0,1
DEM,27.8,TLW,PT,0,0,0,0,0,0,0,0,0,0
DEM,27.9,TLW,PT,0,0,0,1,0,0,0,0,0,0
DEM,27,TLW,PT,0,0,0,1,0,0,0,0,0,0
DEM,27.8.c,TLW,PT,0,0,0,0,0,0,0,0,0,0
DEM,27.9.a,TLW,PT,0,0,0,1,0,0,0,0,0,0
DEM,27.9_NK,TLW,PT,0,0,0,0,0,0,0,0,0,0
DEN,27.7,TLW,NL,0,0,0,0,0,0,0,0,0,1
DEN,27,TLW,NL,0,0,0,0,0,0,0,0,0,1
DEN,27.7.d,TLW,NL,0,0,0,0,0,0,0,0,0,1
DEP,27.8,TLW,ES,0.01,0,0,0,0,0,0,0,0,0
DEP,27.9,TLW,ES,50.16,39,22,0,0,0,0,0,0,0
DEP,27,TLW,ES,50.17,39,22,0,0,0,0,0,0,0
DEP,27.8.c,TLW,ES,0.01,0,0,0,0,0,0,0,0,0
DEP,27.8_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEP,27.9.a,TLW,ES,50.16,39,22,0,0,0,0,0,0,0
DEP,27.9.b,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEP,27.9.b.2,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEP,27.9_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEP,27.9,TLW,PT,0.02,0,0,0,0,0,0,0,0,0
DEP,27,TLW,PT,0.02,0,0,0,0,0,0,0,0,0
DEP,27.9.a,TLW,PT,0.02,0,0,0,0,0,0,0,0,0
DEX,27.12,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEX,27.6,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEX,27.7,TLW,ES,0,0,0,6,1,25,0,0,3,4
DEX,27.8,TLW,ES,3.38,1,8,246,179,97,67,19,14,28
DEX,27.9,TLW,ES,33.78,21,24,51,39,49,42,82,87,32
DEX,27,TLW,ES,37.16,22,32,303,220,171,108,101,104,64
DEX,27.12.c,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEX,27.12_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEX,27.6.a,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEX,27.6.b,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEX,27.6.b_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEX,27.7.b,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEX,27.7.c,TLW,ES,0,0,0,0,1,0,0,0,0,0
DEX,27.7.c.2,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEX,27.7.c_NK,TLW,ES,0,0,0,0,1,0,0,0,0,0
DEX,27.7.h,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEX,27.7.j,TLW,ES,0,0,0,5,0,25,0,0,3,4
DEX,27.7.j.2,TLW,ES,0,0,0,5,0,0,0,0,0,0
DEX,27.7.j_NK,TLW,ES,0,0,0,0,0,25,0,0,3,4
DEX,27.7.k,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEX,27.7.k_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEX,27.8.a,TLW,ES,0,0,0,0,0,1,14,0,0,1
DEX,27.8.b,TLW,ES,0,0,0,0,0,1,0,0,0,1
DEX,27.8.c,TLW,ES,3.38,1,8,246,179,95,53,19,14,26
DEX,27.8.d,TLW,ES,0,0,0,0,0,1,0,0,0,0
DEX,27.8.d.1,TLW,ES,0,0,0,0,0,1,0,0,0,0
DEX,27.8.d_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEX,27.8.e,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEX,27.8.e_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEX,27.8_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEX,27.9.a,TLW,ES,33.78,21,24,51,39,49,42,82,87,32
DEX,27.9.b,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEX,27.9.b.2,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEX,27.9.b_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEX,27.9_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
DEX,27,TLW,LT,0,0,0,0,0,0,0,0,0,0
DEX,27_NK,TLW,LT,0,0,0,0,0,0,0,0,0,0
DEX,27.8,TLW,PT,0,0,0,0,0,0,0,0,0,0
DEX,27.9,TLW,PT,0,0,0,0,0,0,0,0,1,1
DEX,27,TLW,PT,0,0,0,0,0,0,0,0,1,1
DEX,27.1,TLW,PT,0,0,0,0,0,0,0,0,0,0
DEX,27.10_NK,TLW,PT,0,0,0,0,0,0,0,0,0,0
DEX,27.8.c,TLW,PT,0,0,0,0,0,0,0,0,0,0
DEX,27.9.a,TLW,PT,0,0,0,0,0,0,0,0,1,0
DEX,27.9_NK,TLW,PT,0,0,0,0,0,0,0,0,0,1
DEX,27_NK,TLW,PT,0,0,0,0,0,0,0,0,0,0
DGH,27.3,TLW,BE,0,0,0,0,0,0,0,0,0,0
DGH,27.4,TLW,BE,0,0,0,0,0,0,0,0,0,0
DGH,27.5,TLW,BE,0,0,0,0,0,0,0,0,0,0
DGH,27.6,TLW,BE,0,0,0,0,0,0,0,0,0,0
DGH,27.7,TLW,BE,0,0,0,0,0,0,0,0,0,0
DGH,27.8,TLW,BE,0,0,0,0,0,0,0,0,0,0
DGH,27,TLW,BE,0,0,0,0,0,0,0,0,0,0
DGH,27.3.a,TLW,BE,0,0,0,0,0,0,0,0,0,0
DGH,27.4.a,TLW,BE,0,0,0,0,0,0,0,0,0,0
DGH,27.4.b,TLW,BE,0,0,0,0,0,0,0,0,0,0
DGH,27.4.c,TLW,BE,0,0,0,0,0,0,0,0,0,0
DGH,27.5.a,TLW,BE,0,0,0,0,0,0,0,0,0,0
DGH,27.5.a_NK,TLW,BE,0,0,0,0,0,0,0,0,0,0
DGH,27.6.a,TLW,BE,0,0,0,0,0,0,0,0,0,0
DGH,27.7.a,TLW,BE,0,0,0,0,0,0,0,0,0,0
DGH,27.7.d,TLW,BE,0,0,0,0,0,0,0,0,0,0
DGH,27.7.e,TLW,BE,0,0,0,0,0,0,0,0,0,0
DGH,27.7.f,TLW,BE,0,0,0,0,0,0,0,0,0,0
DGH,27.7.g,TLW,BE,0,0,0,0,0,0,0,0,0,0
DGH,27.7.h,TLW,BE,0,0,0,0,0,0,0,0,0,0
DGH,27.7.j,TLW,BE,0,0,0,0,0,0,0,0,0,0
DGH,27.7.j_NK,TLW,BE,0,0,0,0,0,0,0,0,0,0
DGH,27.8.a,TLW,BE,0,0,0,0,0,0,0,0,0,0
DGH,27.8.b,TLW,BE,0,0,0,0,0,0,0,0,0,0
DGH,27.8_NK,TLW,BE,0,0,0,0,0,0,0,0,0,0
DGH,27.8,TLW,ES,0.05,0,0,0,0,0,0,0,0,0
DGH,27.9,TLW,ES,0.71,1,1,0,0,0,0,0,0,0
DGH,27,TLW,ES,0.76,1,1,0,0,0,0,0,0,0
DGH,27.1,TLW,ES,0,0,0,0,0,0,0,0,0,0
DGH,27.10_NK,TLW,ES,0,0,0,0,0,0,0,0,0,0
DGH,27.8.c,TLW,ES,0.05,0,0,0,0,0,0,0,0,0
DGH,27.9.a,TLW,ES,0.71,1,0,0,0,0,0,0,0,0
DGH,27.9.b,TLW,ES,0,0,1,0,0,0,0,0,0,0
DGH,27.9.b.1,TLW,ES,0,0,1,0,0,0,0,0,0,0
DGH,27.4,TLW,FR,0,1,4,10,9,0,0,0,0,0
DGH,27.7,TLW,FR,0.36,2,11,26,22,0,0,0,0,0
DGH,27.8,TLW,FR,0,1,0,3,6,0,0,0,0,0
DGH,27,TLW,FR,0.36,4,14,40,38,0,0,0,0,0
DGH,27.4.b,TLW,FR,0,0,0,0,0,0,0,0,0,0
DGH,27.4.c,TLW,FR,0,1,4,10,9,0,0,0,0,0
DGH,27.7.d,TLW,FR,0.27,2,10,22,16,0,0,0,0,0
DGH,27.7.e,TLW,FR,0.09,0,0,1,0,0,0,0,0,0
DGH,27.7.f,TLW,FR,0,0,0,0,0,0,0,0,0,0
DGH,27.7.g,TLW,FR,0,0,0,1,1,0,0,0,0,0
DGH,27.7.h,TLW,FR,0,0,1,2,5,0,0,0,0,0
DGH,27.8.a,TLW,FR,0,1,0,3,6,0,0,0,0,0
DGH,27.8.d,TLW,FR,0,0,0,0,0,0,0,0,0,0
DGH,27.8.d_NK,TLW,FR,0,0,0,0,0,0,0,0,0,0
DGH,27_NK,TLW,FR,0,0,0,1,1,0,0,0,0,0
DGH,27.12,TLW,GB,0,0,0,0,0,0,0,0,0,0
DGH,27.4,TLW,GB,60.66,46,25,13,8,6,12,9,3,10
DGH,27.5,TLW,GB,0,0,0,0,0,0,0,0,0,0
DGH,27.6,TLW,GB,50.15,23,7,7,3,12,14,6,36,27
DGH,27.7,TLW,GB,15.7,10,43,67,186,282,135,207,261,275
DGH,27.8,TLW,GB,0,0,0,0,0,0,0,0,0,0
DGH,27,TLW,GB,126.51,78,75,86,198,299,161,222,300,312
DGH,27.12_NK,TLW,GB,0,0,0,0,0,0,0,0,0,0
DGH,27.4.a,TLW,GB,59.92,45,15,8,5,3,3,2,1,5
DGH,27.4.b,TLW,GB,0.28,0,0,0,0,1,0,0,0,0
DGH,27.4.c,TLW,GB,0.47,1,9,4,3,3,9,7,3,5
DGH,27.5.b,TLW,GB,0,0,0,0,0,0,0,0,0,0
DGH,27.5.b_NK,TLW,GB,0,0,0,0,0,0,0,0,0,0
DGH,27.6.a,TLW,GB,50.15,23,7,7,3,12,14,6,36,27
DGH,27.6.b,TLW,GB,0,0,0,0,0,0,0,0,0,0
DGH,27.6.b_NK,TLW,GB,0,0,0,0,0,0,0,0,0,0
DGH,27.7.a,TLW,GB,0.03,0,9,10,39,5,9,10,21,20
DGH,27.7.b,TLW,GB,0,0,0,0,0,0,0,0,0,0
DGH,27.7.c,TLW,GB,0,0,0,0,0,0,0,0,1,0
DGH,27.7.c.2,TLW,GB,0,0,0,0,0,0,0,0,1,0
DGH,27.7.c_NK,TLW,GB,0,0,0,0,0,0,0,0,0,0
DGH,27.7.d,TLW,GB,1.75,2,19,21,26,36,49,81,83,23
DGH,27.7.e,TLW,GB,6.88,2,8,9,25,39,55,101,119,198
DGH,27.7.f,TLW,GB,5.71,3,2,24,90,200,21,12,37,18
DGH,27.7.g,TLW,GB,1.33,2,4,2,2,2,2,3,1,14
DGH,27.7.h,TLW,GB,0,0,1,0,4,0,0,0,0,2
DGH,27.7.j,TLW,GB,0,0,0,0,0,0,0,0,0,0
DGH,27.7.j.2,TLW,GB,0,0,0,0,0,0,0,0,0,0
DGH,27.7.j_NK,TLW,GB,0,0,0,0,0,0,0,0,0,0
DGH,27.7.k,TLW,GB,0,0,0,0,0,0,0,0,0,0
DGH,27.7.k.2,TLW,GB,0,0,0,0,0,0,0,0,0,0
DGH,27.7.k_NK,TLW,GB,0,0,0,0,0,0,0,0,0,0
DGH,27.8.a,TLW,GB,0,0,0,0,0,0,0,0,0,0
DGH,27.8.b,TLW,GB,0,0,0,0,0,0,0,0,0,0
DGH,27.8_NK,TLW,GB,0,0,0,0,0,0,0,0,0,0
DGH,27.7,TLW,GG,13.8,25,25,39,31,31,60,46,66,47
DGH,27,TLW,GG,13.8,25,25,39,31,31,60,46,66,47
DGH,27.7.e,TLW,GG,13.8,25,25,39,31,31,60,46,66,47
DGH,27.6,TLW,IE,0,0,0,0,0,0,0,0,0,0
DGH,27.7,TLW,IE,0,0,7,9,0,0,0,0,0,0
DGH,27,TLW,IE,0,0,7,9,0,0,0,0,0,0
DGH,27.6.a,TLW,IE,0,0,0,0,0,0,0,0,0,0
DGH,27.7.a,TLW,IE,0,0,2,0,0,0,0,0,0,0
DGH,27.7.b,TLW,IE,0,0,0,0,0,0,0,0,0,0
DGH,27.7.g,TLW,IE,0,0,5,8,0,0,0,0,0,0
DGH,27.7.j,TLW,IE,0,0,0,0,0,0,0,0,0,0
